CD,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,,NM,
서울시 전체,11,종로구,11,중구,11,용산구,11,성동구,11,광진구,11,동대문구,11,중랑구,11,성북구,11,강북구,11,도봉구,11,노원구,11,은평구,11,서대문구,11,마포구,11,양천구,11,강서구,11,구로구,11,금천구,11,영등포구,11,동작구,11,관악구,11,서초구,11,강남구,11,송파구,11,강동구
방이2동,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,,11710562,1,11710562,
오륜동,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,,11710566,1,11710566,1
오금동,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,,11710570,1,11710570,
송파1동,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,,11710580,1,11710580,
송파2동,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,,11710590,1,11710590,
석촌동,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,,11710600,1,11710600,
삼전동,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,,11710610,1,11710610,1,11710610,
가락본동,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,,11710620,1,11710620,
가락1동,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,,11710631,1,11710631,1,11710631,
가락2동,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,,11710632,1,11710632,
문정1동,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,,11710641,1,11710641,
문정2동,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,,11710642,1,11710642,1,11710642,
장지동,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,,11710646,1,11710646,1,11710646,
위례동,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,,11710647,1,11710647,
잠실본동,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,,11710650,1,11710650,1,11710650,
잠실2동,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,,11710670,1,11710670,1,11710670,
잠실3동,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,,11710680,1,11710680,
잠실4동,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,,11710690,1,11710690,
잠실6동,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,,11710710,1,11710710,
잠실7동,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,,11710720,1,11710720,1,11710720,
강동구,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,,11740,2,11740,2
강일동,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,,11740515,1
상일동,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,,11740520,1
명일1동,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,,11740530,1
명일2동,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,,11740540,1
고덕1동,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,,11740550,1
고덕2동,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,,11740560,1
암사1동,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,,11740570,1
암사2동,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,,11740580,1
암사3동,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,,11740590,1
천호1동,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,,11740600,1
천호2동,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,,11740610,1,11740610,1
천호3동,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,,11740620,1
성내1동,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,,11740640,1,11740640,1
성내2동,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,,11740650,1,11740650,1
성내3동,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,,11740660,1,11740660,1
길동,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,,11740685,1
둔촌1동,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,,11740690,1,11740690,1
둔촌2동,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,,11740700,1
