이름,코드,임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,90-99세주거,1인가구,2인가구,3인가구,4인가구,편의점수,지하철역수,직장인구,거주인구,폐업률,매출
개포4동,11680690,79851,1265,1879,2851,3053,3319,3166,2054,915,284,63,2953,1483,1440,1477,29,0,9109.192808,17764.16649,3.4,47358255
세곡동,11680700,186887,5664,4363,5476,7974,7553,5912,4460,2402,1120,210,5245,3524,3252,3546,22,0,5325.57141,48171.82178,0,50424661
일원본동,11680720,165450,2436,3647,2783,3304,4930,3726,2630,924,430,82,1528,1441,2003,2686,11,1,8737.011653,26936.86235,0,3.20E+08
일원1동,11680730,105486,993,1474,2566,2644,2477,2841,2408,1258,462,87,2996,1727,1365,1101,12,0,3534.847999,16487.22212,8.3,98481903
일원2동,11680740,151600,1110,1648,1835,2583,2756,2370,2145,1153,356,53,1972,1543,1363,1294,7,1,15850.54665,18474.48682,0,77839841
수서동,11680750,141561,774,799,2038,2900,1813,2749,3198,1613,625,128,3084,2301,1377,820,19,1,16382.08849,14365.99161,0,1.16E+08
풍납1동,11710510,100747,1012,1169,2099,2626,2586,3078,2389,1250,389,49,2526,1617,1312,1108,9,0,1025.223005,11462.40096,0,51980027
풍납2동,11710520,80414,2126,2264,3795,4424,4145,3686,2866,1372,466,77,3692,1979,2127,2022,18,0,10893.35251,19609.94326,0,79850836
거여1동,11710531,89375,779,1298,1870,1656,2315,2484,1732,919,280,42,1679,1151,1063,1044,14,1,3111.923124,11332.73604,7.1,31661813
거여2동,11710532,134566,1216,1654,1998,2520,3130,2984,2238,1336,446,75,2394,1734,1448,1293,12,0,2393.097877,17891.60194,0,41565403
마천1동,11710540,79070,1469,1897,2726,2744,3532,3892,2990,1781,608,83,3549,2057,1624,1487,11,1,1202.051103,21711.61711,9.1,47899515
마천2동,11710550,95107,1165,1704,2710,2562,3277,4031,2814,1654,588,102,2975,2023,1640,1430,9,0,3074.469574,21457.59207,11.1,61346960
방이1동,11710561,101832,1194,1972,2595,2340,2916,2784,1741,751,314,54,1677,1188,1315,1501,24,1,5453.90812,14199.23432,0,49691742
방이2동,11710562,131314,1513,1570,4383,5498,3864,3997,2836,1290,406,65,6279,2465,1882,1437,38,0,14946.95835,26129.16401,2.6,95377128
오륜동,11710566,328710,1425,3176,2481,1932,3682,3184,2204,826,352,76,646,1025,1575,2175,13,1,4478.675956,19424.0307,0,57351282
오금동,11710570,83736,2933,3698,6020,5891,6069,7173,4933,2105,839,170,3953,3247,3443,3374,36,1,12579.57047,38505.60371,2.8,34235185
송파1동,11710580,101590,1648,1717,4712,5888,3815,3939,2920,1317,407,57,5417,2567,2018,1624,26,0,7542.423317,28817.23575,3.8,54375491
송파2동,11710590,143584,1714,2253,3184,3147,3300,3627,2592,997,387,83,1438,1448,1757,2038,12,0,4346.557319,17569.558,8.3,36501706
석촌동,11710600,107916,2135,2422,5688,7580,5519,5293,3727,1834,545,72,7744,3408,2592,2041,47,1,9005.593234,34236.75514,4.3,46560369
삼전동,11710610,119357,2155,2434,5417,7515,5655,4877,3338,1508,456,87,7831,3200,2518,2057,36,0,7475.084061,31634.8544,2.8,55322866
가락본동,11710620,97354,1866,2309,4518,5065,4376,5038,3148,1339,476,87,4112,2321,2282,2225,44,0,27024.79791,30278.84469,2.3,64876164
가락1동,11710631,44077,66,85,116,113,160,166,116,54,12,4,133,57,61,81,5,2,10710.58566,868.7727332,0,2.74E+08
가락2동,11710632,99824,2945,4033,5024,5283,6013,5584,3582,1455,563,92,2711,2362,2923,3347,19,2,7418.476602,34824.08461,0,50846676
문정1동,11710641,99403,1460,1807,3555,3768,3167,3824,2583,1047,349,65,2590,1780,1766,1775,20,1,6026.068927,19800.86742,5,62381164
문정2동,11710642,233411,1821,1844,5479,7942,4299,3523,3001,1364,551,81,7875,2750,1959,1857,69,0,42688.81841,26851.66299,5.8,55685046
장지동,11710646,86205,3036,3513,4960,5762,5663,5832,3806,1677,658,128,3565,3075,3007,2839,24,1,8573.073598,36774.97531,8.3,32461182
위례동,11710647,265931,5122,3366,3015,5731,5362,3245,1868,743,280,58,1065,1687,2332,2965,16,1,2234.635808,28184.3684,12.5,37598937
잠실본동,11710650,134629,1671,2189,5063,6432,4835,4462,3128,1431,471,72,7233,2818,2106,1770,62,0,11744.19823,24036.92787,4.8,73602864
잠실2동,11710670,372406,4619,6091,3384,5073,9100,4269,2659,1377,383,69,1888,1807,3085,4376,24,0,2548.30482,27881.05286,0,1.16E+08
잠실3동,11710680,274458,3649,4059,4439,5459,6325,5380,4467,2069,605,111,2068,2482,3252,3723,18,1,5120.050605,35977.82517,0,23547860
잠실4동,11710690,284213,3961,2824,3231,5557,5283,4098,3340,1449,473,110,1757,2118,2871,2942,8,1,1924.019228,56224.53093,0,82171476
잠실6동,11710710,291690,1460,1782,2346,2680,2694,2815,2225,963,398,73,959,1282,1537,1645,30,2,169892.7116,32116.87327,0,57383964
잠실7동,11710720,160038,706,1200,1362,1231,1613,1625,1428,809,357,67,491,793,881,1035,2,1,588.4374704,9023.89305,0,2.03E+08
강일동,11740515,260066,3512,4479,4036,3999,6029,4885,3362,1905,817,133,2156,2433,2220,2986,23,0,10078.54658,24841.36094,8.7,39822235
상일동,11740520,80149,669,1307,1553,1368,1748,2138,1479,606,220,44,1137,884,917,959,11,1,5430.104782,15718.02749,9.1,39206665
명일1동,11740530,105643,1673,2651,2959,3131,3846,3679,2829,1190,444,92,1992,1599,1939,2066,18,2,3258.642136,21550.39633,0,62627353
명일2동,11740540,103153,1209,2758,2428,1925,3246,3123,2182,770,326,74,982,1013,1314,2036,17,0,2601.564044,18954.55325,0,35802597
고덕1동,11740550,74613,3469,3330,2982,4686,5139,3882,2484,993,427,95,1524,1667,2236,2908,9,1,1439.122191,24567.61243,0,38497159
고덕2동,11740560,99824,334,633,1109,954,1191,1652,1239,580,267,42,1507,793,608,479,6,0,1272.89202,6516.372457,0,58020890
암사1동,11740570,116120,2700,3209,5214,6273,6137,6514,4719,2362,783,125,6079,3617,3140,2718,34,1,3366.541796,51773.18565,0,49705019
암사2동,11740580,113140,1387,1138,1996,2748,2409,2267,1672,858,264,48,1783,1290,1275,1242,10,0,1292.169941,7441.586501,10,45905884
암사3동,11740590,91580,2164,2088,2148,2919,3438,2787,2144,925,291,62,1018,1239,1628,1855,7,0,1628.047478,25743.84105,0,1.01E+08
천호1동,11740600,98646,1787,2307,4153,4693,4498,5305,4020,2065,637,98,5018,2917,2478,1920,24,0,2855.604559,30858.13155,0,40378473
천호2동,11740610,101158,2131,2321,5118,6633,5682,6750,4724,2560,783,111,8182,3796,2842,2115,51,0,6544.160477,30617.84358,7.8,52537860
천호3동,11740620,105651,1744,1698,4152,5213,4218,4986,3853,1911,596,86,6134,2855,2194,1666,30,0,5887.716217,38401.94925,3.3,51282602
성내1동,11740640,96383,1774,1978,2859,3614,3600,3205,2480,1113,388,61,2276,1812,1821,1735,26,1,17010.55682,18081.69954,11.5,42181131
성내2동,11740650,111401,1474,1505,3886,4843,3934,4628,3335,1746,522,82,5791,2728,1966,1435,25,2,4017.005213,26991.70071,12,75887299
성내3동,11740660,103780,1578,2211,3625,3981,3970,4092,2865,1499,433,61,3670,2161,2027,1834,35,1,6516.348818,26236.81993,2.9,53451279
길동,11740685,118674,3294,3772,7467,8367,7606,8486,6518,2915,968,156,7785,4470,4046,3510,65,1,14206.1099,66565.30437,0,50669299
둔촌1동,11740690,107111,10,12,47,46,63,53,69,36,11,9,140,24,14,16,3,0,330.1603435,134.3198913,0,0
둔촌2동,11740700,88007,2231,2763,4141,4348,4476,4904,3600,1537,557,105,3327,2298,2374,2467,23,0,4157.610454,17517.48899,0,50568142
